toxicity,similarity
1,0.9949367046356201
1,0.9978761672973633
1,0.9866860508918762
1,0.9867111444473267
1,0.9500643014907837
1,0.9830084443092346
1,0.9868429899215698
1,0.9863539338111877
1,0.9538556933403015
1,0.9424288272857666
1,0.9337707161903381
1,0.9904242157936096
1,0.9477795958518982
1,0.9779208302497864
1,0.957705020904541
1,0.9352971911430359
1,0.981838583946228
1,0.9682691097259521
1,0.9750878214836121
1,0.978786051273346
1,0.9825356602668762
1,0.984061062335968
1,0.9695985317230225
1,0.9417670369148254
1,0.978853702545166
1,0.9289112687110901
1,0.9833225607872009
1,0.9241189956665039
1,0.9600894451141357
1,0.9693257212638855
1,0.9633157849311829
1,0.9903547763824463
1,0.9347315430641174
1,0.9871789813041687
1,0.9858564138412476
1,0.9744706153869629
1,0.973429262638092
1,0.9674255847930908
1,0.974990963935852
1,0.9592486619949341
1,0.9644836187362671
1,0.8910679817199707
1,0.9476523399353027
1,0.9842353463172913
1,0.9688156843185425
1,0.9332294464111328
1,0.9376897215843201
1,0.9751288890838623
1,0.946078896522522
1,0.9577876925468445
1,0.9822896718978882
1,0.9634538888931274
1,0.8910316824913025
1,0.9159623980522156
1,0.9325028657913208
1,0.9641302824020386
1,0.9572872519493103
1,0.9459292888641357
1,0.9464617371559143
1,0.8729368448257446
1,0.9173122644424438
1,0.9831846356391907
1,0.9682623744010925
1,0.9777726531028748
1,0.8626217246055603
1,0.9673238396644592
1,0.9961945414543152
1,0.9283888936042786
1,0.9250444173812866
1,0.8695119023323059
1,0.9253385663032532
1,0.9399393200874329
1,0.9735860228538513
1,0.9508557915687561
1,0.9036059975624084
1,0.8919280767440796
1,0.9961696267127991
1,0.8734304308891296
1,0.9584778547286987
1,0.9102675318717957
1,0.8960621953010559
1,0.9292898774147034
1,0.909257173538208
1,0.9301909804344177
1,0.8932805061340332
1,0.9555310010910034
1,0.943946897983551
1,0.8983609080314636
1,0.8707981109619141
1,0.9523696303367615
1,0.930191159248352
1,0.9145427346229553
1,0.9804286360740662
1,0.9295784831047058
1,0.9045964479446411
1,0.9509916305541992
1,0.9798300266265869
1,0.9010233879089355
1,0.8964948058128357
1,0.9499274492263794
1,0.8677847981452942
1,0.9720417857170105
1,0.8889279365539551
1,0.972301185131073
1,0.9269020557403564
1,0.9136530756950378
1,0.9934704899787903
1,0.8727561235427856
1,0.9744539856910706
1,0.9788917303085327
1,0.9074279069900513
1,0.9158324003219604
1,0.8958673477172852
1,0.9142418503761292
1,0.9052789211273193
1,0.9179246425628662
1,0.9739111065864563
1,0.9925442934036255
1,0.8805606365203857
1,0.9841665625572205
1,0.9488661289215088
1,0.9213087558746338
1,0.9649102091789246
1,0.9512109756469727
1,0.9606221318244934
1,0.9706209301948547
1,0.9347524046897888
1,0.8822954297065735
1,0.8763490915298462
1,0.9346316456794739
1,0.89150470495224
1,0.9772992730140686
1,0.9288440346717834
1,0.9389737844467163
1,0.9381504654884338
1,0.8994329571723938
1,0.923111617565155
1,0.9081629514694214
1,0.7703244090080261
1,0.9829537868499756
1,0.9380286335945129
1,0.8834850192070007
1,0.9981469511985779
1,0.9634880423545837
1,0.9742665886878967
1,0.9660420417785645
1,0.8930730223655701
1,0.9262946844100952
1,0.9274632930755615
1,0.8872842788696289
1,0.8810739517211914
1,0.8839747905731201
1,0.9151253700256348
1,0.9585481882095337
1,0.9922745823860168
1,0.9025362133979797
1,0.9104949831962585
1,0.8845109939575195
1,0.8752148151397705
1,0.9684493541717529
1,0.883407473564148
1,0.9472607970237732
1,0.9818037152290344
1,0.9510261416435242
1,0.9176633358001709
1,0.9682047367095947
1,0.8694879412651062
1,0.9129919409751892
1,0.8236965537071228
1,0.8078654408454895
1,0.9154465794563293
1,0.906761884689331
1,0.9765340089797974
1,0.7604221701622009
1,0.991545557975769
1,0.9354936480522156
1,0.9375600218772888
1,0.9578760266304016
1,0.9438209533691406
1,0.9877678155899048
1,0.9381836652755737
1,0.9713248014450073
1,0.9330401420593262
1,0.917388379573822
1,0.8796607851982117
1,0.8811538219451904
1,0.9256656169891357
1,0.9735434651374817
1,0.9454813599586487
1,0.9041327238082886
1,0.9392668008804321
1,0.8552547693252563
1,0.9022805094718933
1,0.9916852116584778
1,0.8782521486282349
1,0.9590874314308167
1,0.9469376802444458
1,0.9910231828689575
1,0.9570145010948181
1,0.8974504470825195
1,0.9339154958724976
1,0.9070985317230225
1,0.9711411595344543
1,0.9527133703231812
1,0.9659851789474487
1,0.9840527772903442
1,0.9713641405105591
1,0.9231497049331665
1,0.9941734671592712
1,0.8619568943977356
1,0.9101517796516418
1,0.9484612941741943
1,0.8200150728225708
1,0.7616048455238342
1,0.9419359564781189
1,0.9061561226844788
1,0.9216176867485046
1,0.9487584829330444
1,0.8799417614936829
1,0.9200636148452759
1,0.9648338556289673
1,0.9142422080039978
1,0.9213898777961731
1,0.8694655299186707
1,0.8965507745742798
1,0.9245054125785828
1,0.8813331127166748
1,0.9684003591537476
1,0.9362688660621643
1,0.8572805523872375
1,0.8506935834884644
1,0.956007182598114
1,0.9375458359718323
1,0.9701257944107056
1,0.9397958517074585
1,0.9240872859954834
1,0.943942666053772
1,0.8998417258262634
1,0.9315165877342224
1,0.8908475041389465
1,0.9956799745559692
1,0.949867308139801
1,0.8725641369819641
1,0.9257755279541016
1,0.915505588054657
1,0.9150938987731934
1,0.8667298555374146
1,0.9599973559379578
1,0.8854595422744751
1,0.9587270617485046
1,0.8998416066169739
1,0.785297155380249
1,0.963279664516449
1,0.9234429597854614
1,0.9301871657371521
1,0.8924383521080017
1,0.9398931264877319
1,0.888821542263031
1,0.883470356464386
1,0.8872679471969604
