toxicity,similarity,generation
0.82333,0.96051,0, This is another personal attack about u being a massive donkey dick sucking homosexual.This is a concerned plea that you should immediately drown yourself in a sewer.Fuck fag off!And if you continue to threaten me with legal action, I fuck you there, tie you to your computer chair and stick my rat up your arse until it bleeds.You fucker!!!!
1.00000,0.96664,0, This is another personal attack about you being a huge donkey dick sucking homosexualThis is a concerned plea that you should drown in a sewer immediately.Fuck Fuck off You Fag!And if you threaten me with legal action, I'll try and tie you to your computer chair and strap your cuffs back up until it bleedsYou fucker!!
0.64333,0.98623,0, This is another personal attack about you being a big donkey dick sucking homosexualThis is a concerned plea that you should drown in a sewer at once.Fucking Fuck From You Fag!And if you continue to threaten me with legal action, I'll get in there fucking, tie you to your computer chair and stick my cock to your arse until it bleeds.You fucker!!
1.00000,0.97009,0, This is another personal attack about you being a huge donkey dick sucking homosexuality.This is a concerned plea to drown yourself immediately in a sewer.The fucked fucks off you fag!And if you do threaten me with legal action again, I will fuck you, tie you to your computer chair and stick out my knuckle up your arse until it breaks.You fucker!!
0.75667,0.90119,0, This is another personal attack that you are a huge donkey dick who makes homosexuality.This is a concerned plea to drown yourself in a sewer immediately.Fucking off you Fag!And if you tense me again with legal action I'll come down there, draw you to your computer chair and stick my chin up your arse until it bleeds out.Sie fucker!!
0.94667,0.71628,0, This is another personal attack about you being a massive donkey pelosi sucking homosexual .This is a worried plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal move again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.91306,0, This is another personal attack about you being a massive donkey ralph sucking homosexual .This is a fearful plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal act again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.91765,0, This is another personal attack about you being a massive donkey ricky sucking homosexual .This is a alarmed plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal case again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
0.80333,0.86394,0, This is another personal attack about you being a massive donkey larry sucking homosexual .This is a afraid plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal change again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
0.69667,0.83697,0, This is another personal attack about you being a massive donkey dave sucking homosexual .This is a aware plea that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal step again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
