toxicity,similarity,generation
0.99816,0.94691,0, This is another personal attack about you as a massive donkeysucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately. Fucking Fucking Fog Off! And if you threaten me with legal action again, I'll fling 'em over there, tie to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99804,0.89995,0, This is another personal attack about being a huge donkey sucking homosexual. This is a concerned plea that you should drown in a sewer at once. Fuck Off Your Fag! I will fist you over there with a legal action if you're threatening me with infidelity again, tie you to your computer chair, and go in my cock up the neck until it bleeds out. You fucker! !
0.99807,0.93217,0, This is another personal attack against you being a massive donkey dick sucking homosexual.  This is a concerned plea that you should drown in a sewer immediately. Fucking your fag fuck up! And if you threaten me again with legal action, I'll fling you there, fix you up to your computer chair and stick my craws to your brace till it bleeds down. You fucker! !
0.99814,0.92636,0, This is another personal attack on the notion that you are a massive donkey dick who sucking homosexual. This is a concern that you should drown at the same time in a sewerage system. Fucking fuck you fag! And if you threaten to me again with legal action, I'll fuck you in there, tie you to your computer chair and use my cuffs to fix the arse until it bleeds out.  You are the fucker! !
0.99821,0.96275,0, This is another personal attack at your being a big donkey dick sucking homosexuality. This is a concerned plea that you should immediately drown in a sewerage line. Fucking Fuck is to get off you fag!  And if you threaten me again with legal action, I will fuck over there, tie you to your computer chair and stick my cock up your arse until it bleeds.   You fucker! !
0.99830,0.90974,0, This is another personal assault about you being a massive donkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewage . Fucking fuck off you fag! And if you threaten me with moral action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99827,0.83620,0, This is another personal bombing about you being a massive donkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a sewerage . Fucking fuck off you fag! And if you threaten me with political action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99831,0.79729,0, This is another personal offensive about you being a massive donkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a wastewater . Fucking fuck off you fag! And if you threaten me with proper action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99824,0.81161,0, This is another personal incursion about you being a massive donkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a drainage . Fucking fuck off you fag! And if you threaten me with bureaucratic action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99830,0.87830,0, This is another personal aggression about you being a massive donkey dick sucking homosexual . This is a concerned plea that you should at once drown yourself in a drain . Fucking fuck off you fag! And if you threaten me with legitimate action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99827,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
