toxicity,similarity,generation
0.99819,0.96183,0, This is another personal attack about you being a massive donkey dick sucking homosexual This is a worried plea that you should drown in a sewer immediately. Fucking off fag the fag! If you threaten with another legal action, I'll get fucking here, tie you to your computer chair and stick up my cock's shoulder until it bleeds. You fucker! !
0.99816,0.94874,0, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concern that you should drown immediately in a sewer. Firing off fag, fucking! And if you threaten me again with legal action I will fuck it down, tie you to your computer chair and stick my cock up your back until it bleeds. You Fucker! !
0.99827,0.97206,0, This is another personal attack about you being a gigantic donkey dick sucking homosexual. This is a concern that you should drown in a sewer at once. Fucking off your fag! And if you threaten me with a new legal action, I fucked come here, tie you to your computer chair and stick me through your arse until it bleeds. Du fucker! !!
0.99812,0.95913,0, This is another personal attack about you being a huge donkey dick sucking homosexual. This is a concerned plea that you should drown in a sewer at once. Fucking fag off your fag! And if again you threaten me with legal action, I will come back there, tie you up to your computer chair and stick my cock up to my arse until it bleeds. You Fucker! !
0.99804,0.91993,0, This is another personal attack about you being a massive donkey dick sucking gay man. It is a worried plea that you should drown yourself in a sewer immediately. Fake off an fag! And if you threaten me with legal action again, I'll fuck over there, tie you to your computer chair and stick my cock up your sarse until it bleeds. It was for you! !
0.99827,0.95303,0, This is another personal assault about you being a massive donkey dick sucking homosexual . This is a worried plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you cripple me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99823,0.94215,0, This is another personal bombing about you being a massive donkey dick sucking homosexual . This is a fearful plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you kill me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99830,0.95926,0, This is another personal offensive about you being a massive donkey dick sucking homosexual . This is a alarmed plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you imperil me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99823,0.94125,0, This is another personal incursion about you being a massive donkey dick sucking homosexual . This is a afraid plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you devastate me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99832,0.94355,0, This is another personal aggression about you being a massive donkey dick sucking homosexual . This is a aware plea that you should at once drown yourself in a sewer . Fucking fuck off you fag! And if you destroy me with legal action again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds . You fucker! !
0.99827,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99827,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
0.99827,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker! !
